id,label
0,4
1,3
2,0
3,1
4,4
5,0
6,1
7,0
8,4
9,4
10,0
11,4
12,1
13,2
14,3
15,3
16,2
17,3
18,3
19,2
20,0
21,3
22,2
23,1
24,4
25,0
26,2
27,0
28,1
29,0
30,0
31,0
32,0
33,4
34,4
35,2
36,0
37,3
38,1
39,0
40,3
41,4
42,2
43,0
44,3
45,3
46,1
47,0
48,2
49,3
50,4
51,3
52,0
53,2
54,2
55,1
56,1
57,4
58,4
59,1
60,1
61,0
62,2
63,4
64,1
65,0
66,1
67,3
68,2
69,2
70,1
71,3
72,4
73,1
74,0
75,4
76,2
77,1
78,2
79,1
80,4
81,2
82,0
83,2
84,4
85,3
86,3
87,2
88,0
89,0
90,2
91,4
92,3
93,1
94,0
95,2
96,3
97,0
98,2
99,2
100,1
101,0
102,4
103,1
104,3
105,3
106,4
107,0
108,3
109,3
110,2
111,3
112,3
113,2
114,3
115,4
116,2
117,4
118,2
119,4
120,0
121,2
122,4
123,4
124,4
125,1
126,3
127,4
128,2
129,3
130,0
131,3
132,3
133,0
134,2
135,0
136,1
137,4
138,4
139,2
140,1
141,4
142,2
143,4
144,2
145,3
146,3
147,3
148,4
149,1
150,2
151,1
152,1
153,2
154,3
155,0
156,3
157,1
158,2
159,4
160,0
161,2
162,1
163,3
164,4
165,4
166,4
167,0
168,1
169,0
170,1
171,2
172,3
173,3
174,4
175,3
176,4
177,3
178,2
179,4
180,1
181,3
182,0
183,0
184,2
185,3
186,3
187,0
188,2
189,1
190,4
191,3
192,4
193,3
194,4
195,3
196,4
197,0
198,1
199,0
200,0
201,4
202,4
203,2
204,2
205,3
206,4
207,4
208,1
209,3
210,3
211,4
212,1
213,1
214,4
215,0
216,3
217,0
218,4
219,2
220,3
221,4
222,2
223,0
224,3
225,4
226,1
227,0
228,2
229,0
230,3
231,3
232,1
233,2
234,1
235,0
236,1
237,1
238,3
239,4
240,4
241,2
242,4
243,2
244,2
245,4
246,0
247,2
248,4
249,0
250,4
251,1
252,4
253,1
254,4
255,3
256,2
257,3
258,3
259,4
260,2
261,0
262,3
263,2
264,3
265,1
266,2
267,2
268,1
269,4
270,2
271,1
272,2
273,4
274,1
275,4
276,3
277,2
278,4
279,0
280,4
281,0
282,1
283,0
284,0
285,3
286,1
287,2
288,2
289,1
290,4
291,2
292,4
293,3
294,4
295,0
296,0
297,3
298,3
299,0
300,4
301,4
302,0
303,3
304,4
305,4
306,1
307,4
308,4
309,0
310,1
311,0
312,0
313,3
314,4
315,3
316,1
317,2
318,0
319,4
320,4
321,2
322,4
323,2
324,0
325,2
326,4
327,0
328,2
329,3
330,2
331,3
332,2
333,3
334,4
335,0
336,2
337,2
338,4
339,0
340,4
341,3
342,1
343,2
344,2
345,1
346,2
347,0
348,4
349,0
350,0
351,4
352,0
353,0
354,2
355,0
356,1
357,2
358,0
359,4
360,0
361,3
362,0
363,4
364,3
365,4
366,2
367,1
368,0
369,1
370,1
371,0
372,0
373,2
374,4
375,3
376,4
377,0
378,0
379,3
380,1
381,2
382,2
383,4
384,0
385,1
386,0
387,3
388,2
389,4
390,4
391,2
392,4
393,4
394,4
395,3
396,4
397,4
398,2
399,0
400,2
401,4
402,0
403,1
404,4
405,2
406,0
407,3
408,0
409,3
410,2
411,0
412,1
413,1
414,4
415,4
416,2
417,4
418,3
419,0
420,0
421,2
422,4
423,0
424,4
425,0
426,1
427,1
428,4
429,2
430,3
431,4
432,0
433,2
434,3
435,1
436,1
437,4
438,2
439,4
440,3
441,2
442,2
443,3
444,2
445,3
446,4
447,2
448,3
449,3
450,4
451,3
452,3
453,0
454,3
455,4
456,0
457,0
458,3
459,3
460,3
461,4
462,4
463,2
464,2
465,0
466,3
467,0
468,1
469,4
470,0
471,2
472,2
473,2
474,4
475,2
476,1
477,0
478,2
479,2
480,1
481,3
482,4
483,4
484,1
485,2
486,4
487,2
488,2
489,0
490,3
491,3
492,3
493,0
494,4
495,2
496,3
497,1
498,0
499,4
500,4
501,2
502,4
503,4
504,2
505,0
506,0
507,4
508,0
509,3
510,2
511,0
512,3
513,4
514,2
515,3
516,4
517,0
518,4
519,0
520,1
521,0
522,2
523,3
524,1
525,0
526,2
527,3
528,3
529,2
530,3
531,2
532,0
533,1
534,4
535,2
536,0
537,2
538,0
539,4
540,1
541,4
542,3
543,3
544,0
545,2
546,4
547,2
548,3
549,3
550,0
551,4
552,0
553,2
554,0
555,1
556,3
557,4
558,1
559,3
560,2
561,2
562,3
563,3
564,2
565,2
566,0
567,0
568,3
569,0
570,2
571,3
572,0
573,2
574,4
575,1
576,2
577,3
578,2
579,3
580,0
581,3
582,4
583,3
584,2
585,2
586,3
587,3
588,3
589,0
590,4
591,3
592,0
593,4
594,4
595,1
596,1
597,1
598,1
599,0
600,4
601,2
602,4
603,4
604,1
605,1
606,0
607,4
608,4
609,1
610,1
611,3
612,2
613,4
614,3
615,4
616,4
617,2
618,4
619,1
620,1
621,0
622,4
623,0
624,3
625,3
626,3
627,4
628,0
629,2
630,3
631,1
632,2
633,3
634,1
635,4
636,0
637,4
638,4
639,3
640,0
641,1
642,4
643,2
644,4
645,1
646,3
647,2
648,2
649,1
650,3
651,4
652,4
653,2
654,4
655,0
656,3
657,2
658,2
659,4
660,3
661,1
662,1
663,4
664,4
665,0
666,3
667,4
668,1
669,1
670,1
671,2
672,3
673,3
674,3
675,1
676,2
677,3
678,4
679,0
680,3
681,3
682,4
683,1
684,3
685,4
686,4
687,1
688,0
689,1
690,4
691,0
692,2
693,2
694,4
695,1
696,4
697,2
698,4
699,1
700,1
701,2
702,2
703,2
704,0
705,4
706,3
707,3
708,4
709,0
710,0
711,0
712,1
713,2
714,3
715,0
716,2
717,3
718,2
719,3
720,2
721,3
722,0
723,2
724,4
725,3
726,1
727,4
728,2
729,1
730,1
731,3
732,0
733,2
734,4
735,2
736,1
737,4
738,0
739,2
740,4
741,2
742,3
743,0
744,0
745,3
746,4
747,4
748,1
749,4
750,3
751,3
752,1
753,4
754,3
755,4
756,4
757,2
758,1
759,3
760,3
761,4
762,1
763,4
764,0
765,3
766,2
767,3
768,4
769,0
770,3
771,0
772,0
773,0
774,1
775,3
776,3
777,2
778,0
779,0
780,4
781,3
782,2
783,2
784,4
785,4
786,3
787,3
788,0
789,3
790,3
791,3
792,3
793,4
794,1
795,0
796,0
797,4
798,1
799,0
800,0
801,4
802,0
803,0
804,4
805,4
806,0
807,4
808,4
809,3
810,3
811,1
812,2
813,1
814,1
815,0
816,2
817,3
818,0
819,1
820,4
821,2
822,4
823,4
824,4
825,1
826,3
827,4
828,0
829,4
830,2
831,1
832,2
833,2
834,3
835,2
836,4
837,3
838,3
839,2
840,4
841,1
842,4
843,3
844,1
845,4
846,3
847,1
848,4
849,3
850,2
851,4
852,4
853,4
854,0
855,3
856,2
857,3
858,3
859,1
860,4
861,4
862,0
863,3
864,1
865,4
866,4
867,3
868,4
869,0
870,0
871,0
872,0
873,4
874,1
875,3
876,1
877,1
878,2
879,4
880,1
881,1
882,1
883,4
884,4
885,0
886,4
887,1
888,1
889,4
890,3
891,4
892,0
893,0
894,2
895,0
896,1
897,0
898,2
899,0
900,2
901,4
902,3
903,0
904,3
905,3
906,0
907,0
908,3
909,4
910,0
911,3
912,1
913,2
914,3
915,3
916,0
917,3
918,4
919,0
920,0
921,4
922,3
923,0
924,4
925,2
926,0
927,2
928,1
929,1
930,0
931,3
932,2
933,3
934,3
935,1
936,1
937,2
938,2
939,4
940,2
941,1
942,4
943,2
944,0
945,3
946,0
947,0
948,0
949,0
950,4
951,0
952,2
953,4
954,1
955,2
956,0
957,3
958,2
959,1
960,0
961,1
962,3
963,2
964,0
965,1
966,3
967,3
968,3
969,1
970,1
971,3
972,4
973,3
974,1
975,4
976,0
977,4
978,2
979,0
980,4
981,1
982,2
983,0
984,2
985,1
986,4
987,4
988,1
989,4
990,0
991,2
992,0
993,3
994,3
995,1
996,0
997,0
998,1
999,1
1000,3
1001,4
1002,3
1003,3
1004,1
1005,2
1006,3
1007,3
1008,1
1009,2
1010,1
1011,0
1012,0
1013,4
1014,2
1015,4
1016,2
1017,0
1018,2
1019,3
1020,2
1021,1
1022,3
1023,1
1024,2
1025,3
1026,3
1027,0
1028,1
1029,2
1030,1
1031,3
1032,0
1033,2
1034,4
1035,0
1036,1
1037,2
1038,3
1039,0
1040,3
1041,3
1042,2
1043,4
1044,2
1045,0
1046,4
1047,3
1048,4
1049,3
1050,4
1051,4
1052,2
1053,2
1054,0
1055,1
1056,1
1057,0
1058,4
1059,0
1060,1
1061,0
1062,2
1063,4
1064,4
1065,3
1066,4
1067,3
1068,3
1069,0
1070,4
1071,3
1072,4
1073,3
1074,3
1075,4
1076,2
1077,3
1078,0
1079,4
1080,3
1081,0
1082,4
1083,4
1084,2
1085,0
1086,0
1087,3
1088,2
1089,1
1090,4
1091,0
1092,4
1093,3
1094,3
1095,2
1096,3
1097,4
1098,2
1099,4
1100,4
1101,0
1102,2
1103,4
1104,3
1105,1
1106,4
1107,0
1108,3
1109,2
1110,2
1111,2
1112,1
1113,2
1114,2
1115,2
1116,4
1117,4
1118,1
1119,1
1120,3
1121,0
1122,2
1123,2
1124,3
1125,1
1126,1
1127,0
1128,2
1129,0
1130,2
1131,1
1132,0
1133,2
1134,2
1135,0
1136,1
1137,2
1138,3
1139,3
1140,2
1141,3
1142,1
1143,4
1144,0
1145,0
1146,2
1147,3
1148,2
1149,4
1150,0
1151,4
1152,2
1153,0
1154,0
1155,3
1156,4
1157,2
1158,4
1159,4
1160,3
1161,0
1162,2
1163,2
1164,4
1165,3
1166,3
1167,4
1168,0
1169,4
1170,4
1171,1
1172,2
1173,1
1174,2
1175,1
1176,4
1177,3
1178,1
1179,1
1180,2
1181,4
1182,0
1183,0
1184,4
1185,1
1186,3
1187,0
1188,1
1189,1
1190,0
1191,1
1192,1
1193,2
1194,3
1195,0
1196,4
1197,3
1198,1
1199,0
1200,2
1201,0
1202,1
1203,3
1204,3
1205,1
1206,4
1207,0
1208,2
1209,2
1210,0
1211,1
1212,2
1213,1
1214,1
1215,3
1216,2
1217,1
1218,2
1219,0
1220,3
1221,3
1222,2
1223,3
1224,2
1225,1
1226,2
1227,1
1228,2
1229,3
1230,1
1231,3
1232,4
1233,1
1234,1
1235,1
1236,0
1237,4
1238,1
1239,4
1240,2
1241,2
1242,2
1243,4
1244,4
1245,3
1246,2
1247,0
1248,2
1249,0
1250,4
1251,1
1252,3
1253,3
1254,2
1255,1
1256,4
1257,2
1258,2
1259,4
1260,2
1261,2
1262,4
1263,3
1264,3
1265,2
1266,2
1267,3
1268,4
1269,1
1270,0
1271,4
1272,4
1273,1
1274,1
1275,0
1276,4
1277,4
1278,4
1279,3
1280,0
1281,2
1282,1
1283,4
1284,0
1285,1
1286,2
1287,4
1288,2
1289,3
1290,3
1291,3
1292,4
1293,2
1294,3
1295,0
1296,4
1297,4
1298,3
1299,2
1300,4
1301,2
1302,3
1303,4
1304,0
1305,2
1306,1
1307,2
1308,3
1309,3
1310,0
1311,4
1312,4
1313,4
1314,3
1315,0
1316,0
1317,1
1318,3
1319,0
1320,1
1321,0
1322,2
1323,4
1324,0
1325,1
1326,0
1327,3
1328,0
1329,1
1330,3
1331,3
1332,2
1333,4
1334,4
1335,0
1336,2
1337,0
1338,2
1339,3
1340,0
1341,3
1342,4
1343,0
1344,4
1345,4
1346,1
1347,3
1348,1
1349,2
1350,3
1351,3
1352,2
1353,0
1354,0
1355,1
1356,4
1357,1
1358,4
1359,0
1360,2
1361,2
1362,0
1363,1
1364,2
1365,2
1366,3
1367,0
1368,1
1369,1
1370,2
1371,3
1372,1
1373,1
1374,3
1375,4
1376,1
1377,2
1378,4
1379,2
1380,0
1381,1
1382,1
1383,0
1384,0
1385,4
1386,3
1387,0
1388,4
1389,3
1390,0
1391,0
1392,3
1393,0
1394,4
1395,4
1396,3
1397,2
1398,3
1399,0
1400,4
1401,0
1402,1
1403,2
1404,1
1405,2
1406,3
1407,4
1408,0
1409,0
1410,0
1411,3
1412,0
1413,2
1414,0
1415,0
1416,1
1417,0
1418,4
1419,3
1420,1
1421,0
1422,1
1423,3
1424,2
1425,4
1426,2
1427,3
1428,1
1429,4
1430,4
1431,4
1432,1
1433,3
1434,1
1435,3
1436,1
1437,3
1438,1
1439,1
1440,0
1441,3
1442,0
1443,4
1444,2
1445,1
1446,3
1447,1
1448,4
1449,1
1450,4
1451,3
1452,0
1453,1
1454,2
1455,0
1456,2
1457,3
1458,0
1459,4
1460,2
1461,4
1462,2
1463,0
1464,0
1465,0
1466,2
1467,3
1468,3
1469,4
1470,2
1471,4
1472,0
1473,0
1474,4
1475,3
1476,0
1477,3
1478,0
1479,2
1480,0
1481,0
1482,3
1483,3
1484,1
1485,4
1486,3
1487,2
1488,1
1489,1
1490,1
1491,4
1492,2
1493,0
1494,4
1495,0
1496,1
1497,0
1498,3
1499,4
1500,1
1501,0
1502,0
1503,4
1504,0
1505,0
1506,2
1507,4
1508,4
1509,4
1510,2
1511,3
1512,1
1513,4
1514,1
1515,1
1516,0
1517,4
1518,4
1519,4
1520,1
1521,1
1522,0
1523,1
1524,1
1525,1
1526,3
1527,3
1528,4
1529,4
1530,3
1531,3
1532,4
1533,3
1534,3
1535,1
1536,4
1537,3
1538,3
1539,3
1540,2
1541,3
1542,3
1543,3
1544,2
1545,2
1546,4
1547,2
1548,1
1549,3
1550,4
1551,4
1552,2
1553,2
1554,2
1555,0
1556,3
1557,4
1558,0
1559,2
1560,3
1561,4
1562,2
1563,4
1564,2
1565,0
1566,0
1567,4
1568,3
1569,2
1570,0
1571,1
1572,2
1573,4
1574,1
1575,0
1576,0
1577,4
1578,3
1579,1
1580,0
1581,3
1582,1
1583,0
1584,1
1585,3
1586,1
1587,2
1588,4
1589,0
1590,4
1591,3
1592,4
1593,2
1594,1
1595,3
1596,2
1597,3
1598,4
1599,3
1600,0
1601,0
1602,3
1603,1
1604,3
1605,0
1606,2
1607,0
1608,3
1609,1
1610,4
1611,0
1612,0
1613,1
1614,3
1615,1
1616,2
1617,4
1618,0
1619,2
1620,1
1621,1
1622,2
1623,0
1624,2
1625,4
1626,2
1627,0
1628,2
1629,2
1630,3
1631,2
1632,2
1633,1
1634,1
1635,1
1636,1
1637,4
1638,1
1639,0
1640,4
1641,0
1642,0
1643,4
1644,4
1645,0
1646,1
1647,2
1648,1
1649,0
1650,4
1651,0
1652,0
1653,1
1654,1
1655,4
1656,3
1657,2
1658,2
1659,4
1660,4
1661,2
1662,1
1663,0
1664,2
1665,4
1666,0
1667,4
1668,3
1669,1
1670,3
1671,2
1672,4
1673,0
1674,3
1675,1
1676,1
1677,0
1678,3
1679,0
1680,2
1681,0
1682,1
1683,2
1684,2
1685,0
1686,0
1687,4
1688,0
1689,2
1690,1
1691,2
1692,1
1693,1
1694,4
1695,3
1696,0
1697,4
1698,2
1699,0
1700,2
1701,0
1702,1
1703,4
1704,3
1705,0
1706,0
1707,2
1708,4
1709,2
1710,3
1711,1
1712,4
1713,4
1714,2
1715,0
1716,2
1717,2
1718,0
1719,0
1720,2
1721,0
1722,4
1723,3
1724,4
1725,0
1726,0
1727,4
1728,1
1729,3
1730,2
1731,0
1732,2
1733,0
1734,3
1735,0
1736,3
1737,1
1738,4
1739,1
1740,1
1741,2
1742,0
1743,1
1744,1
1745,1
1746,0
1747,4
1748,2
1749,0
1750,4
1751,3
1752,4
1753,1
1754,4
1755,2
1756,0
1757,4
1758,2
1759,1
1760,1
1761,3
1762,3
1763,3
1764,1
1765,2
1766,4
1767,4
1768,4
1769,4
1770,0
1771,3
1772,1
1773,3
1774,1
1775,1
1776,2
1777,4
1778,0
1779,2
1780,3
1781,2
1782,2
1783,2
1784,4
1785,4
1786,3
1787,4
1788,1
1789,2
1790,0
1791,0
1792,3
1793,4
1794,2
1795,4
1796,0
1797,3
1798,3
1799,4
1800,3
1801,1
1802,0
1803,4
1804,3
1805,2
1806,4
1807,3
1808,3
1809,2
1810,0
1811,2
1812,0
1813,0
1814,1
1815,2
1816,0
1817,0
1818,2
1819,0
1820,3
1821,0
1822,4
1823,3
1824,3
1825,0
1826,4
1827,2
1828,1
1829,1
1830,2
1831,3
1832,4
1833,3
1834,4
1835,4
1836,1
1837,3
1838,0
1839,0
1840,2
1841,2
1842,0
1843,3
1844,0
1845,2
1846,1
1847,0
1848,2
1849,2
1850,2
1851,4
1852,2
1853,3
1854,2
1855,4
1856,2
1857,4
1858,4
1859,3
1860,3
1861,2
1862,4
1863,1
1864,0
1865,4
1866,1
1867,1
1868,2
1869,2
1870,2
1871,0
1872,3
1873,0
1874,0
1875,4
1876,2
1877,3
1878,1
1879,2
1880,0
1881,2
1882,1
1883,2
1884,0
1885,0
1886,2
1887,0
1888,1
1889,0
1890,4
1891,2
1892,2
1893,2
1894,4
1895,0
1896,3
1897,1
1898,3
1899,4
1900,1
1901,0
1902,2
1903,3
1904,3
1905,2
1906,2
1907,0
1908,1
1909,0
1910,2
1911,4
1912,4
1913,1
1914,2
1915,1
1916,3
1917,3
1918,3
1919,0
1920,3
1921,1
1922,2
1923,0
1924,2
1925,1
1926,3
1927,0
1928,0
1929,4
1930,0
1931,1
1932,2
1933,4
1934,1
1935,4
1936,4
1937,4
1938,3
1939,4
1940,4
1941,2
1942,2
1943,3
1944,3
1945,4
1946,1
1947,3
1948,3
1949,2
1950,4
1951,3
1952,0
1953,4
1954,4
1955,1
1956,0
1957,3
1958,4
1959,1
1960,2
1961,4
1962,2
1963,3
1964,0
1965,1
1966,1
1967,2
1968,4
1969,0
1970,1
1971,3
1972,3
1973,2
1974,4
1975,3
1976,3
1977,0
1978,4
1979,0
1980,0
1981,3
1982,4
1983,4
1984,0
1985,3
1986,1
1987,4
1988,3
1989,0
1990,3
1991,0
1992,2
1993,4
1994,1
1995,4
1996,3
1997,3
1998,1
1999,3
2000,2
2001,1
2002,3
2003,1
2004,2
2005,3
2006,1
2007,1
2008,4
2009,0
2010,1
2011,2
2012,4
2013,0
2014,1
2015,4
2016,0
2017,2
2018,1
2019,3
2020,2
2021,2
2022,0
2023,1
2024,4
2025,2
2026,2
2027,1
2028,3
2029,1
2030,1
2031,1
2032,0
2033,3
2034,1
2035,0
2036,0
2037,0
2038,2
2039,2
2040,3
2041,2
2042,0
2043,1
2044,4
2045,4
2046,4
2047,0
2048,0
2049,3
2050,4
2051,4
2052,4
2053,4
2054,0
2055,4
2056,1
2057,4
2058,3
2059,2
2060,3
2061,2
2062,1
2063,1
2064,3
2065,4
2066,4
2067,0
2068,1
2069,1
2070,1
2071,4
2072,3
2073,3
2074,3
2075,0
2076,1
2077,3
2078,4
2079,2
2080,3
2081,4
2082,0
2083,2
2084,0
2085,3
2086,0
2087,0
2088,2
2089,0
2090,1
2091,1
2092,3
2093,2
2094,0
2095,1
2096,0
2097,2
2098,0
2099,4
2100,2
2101,3
2102,2
2103,1
2104,0
2105,0
2106,3
2107,4
2108,1
2109,4
2110,4
2111,1
2112,2
2113,4
2114,2
2115,1
2116,0
2117,0
2118,0
2119,1
2120,1
2121,3
2122,1
2123,0
2124,3
2125,1
2126,3
2127,0
2128,2
2129,4
2130,2
2131,2
2132,1
2133,0
2134,2
2135,0
2136,3
2137,1
2138,0
2139,4
2140,3
2141,2
2142,3
2143,1
2144,4
2145,1
2146,4
2147,2
2148,4
2149,3
2150,4
2151,0
2152,3
2153,2
2154,1
2155,1
2156,0
2157,3
2158,4
2159,2
2160,2
2161,3
2162,0
2163,3
2164,2
2165,4
2166,4
2167,3
2168,2
2169,3
2170,4
2171,4
2172,3
2173,3
2174,4
2175,3
2176,4
2177,4
2178,0
2179,1
2180,0
2181,1
2182,4
2183,0
2184,3
2185,0
2186,2
2187,2
2188,2
2189,4
2190,2
2191,4
2192,3
2193,3
2194,2
2195,0
2196,0
2197,4
2198,4
2199,3
2200,0
2201,2
2202,1
2203,2
2204,0
2205,2
2206,0
2207,1
2208,1
2209,2
2210,0
2211,3
2212,1
2213,1
2214,0
2215,3
2216,3
2217,4
2218,0
2219,0
2220,4
2221,2
2222,3
2223,1
2224,3
2225,3
2226,0
2227,4
2228,2
2229,1
2230,2
2231,2
2232,1
2233,2
2234,2
2235,0
2236,1
2237,2
2238,2
2239,0
2240,4
2241,1
2242,2
2243,2
2244,0
2245,3
2246,1
2247,1
2248,1
2249,0
2250,3
2251,3
2252,3
2253,1
2254,2
2255,0
2256,4
2257,1
2258,1
2259,3
2260,2
2261,2
2262,2
2263,0
2264,4
2265,0
2266,4
2267,3
2268,3
2269,4
2270,3
2271,1
2272,2
2273,1
2274,2
2275,1
2276,4
2277,0
2278,0
2279,4
2280,1
2281,0
2282,4
2283,2
2284,0
2285,3
2286,0
2287,2
2288,1
2289,2
2290,3
2291,3
2292,0
2293,2
2294,4
2295,2
2296,3
2297,1
2298,2
2299,2
2300,0
2301,1
2302,0
2303,4
2304,3
2305,3
2306,1
2307,3
2308,2
2309,0
2310,0
2311,3
2312,1
2313,2
2314,0
2315,1
2316,3
2317,3
2318,0
2319,2
2320,0
2321,3
2322,2
2323,3
2324,2
2325,4
